Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
3:30:00 PM,17.0,Tuesday,99.0,24.0,30.0,10.0,163.0,high
3:45:00 PM,17.0,Tuesday,78.0,18.0,30.0,8.0,134.0,high
,,Tuesday,144.0,40.0,29.0,10.0,223.0,normal
4:15:00 PM,17.0,Tuesday,107.0,28.0,38.0,9.0,182.0,heavy
4:30:00 PM,17.0,Tuesday,123.0,28.0,24.0,,185.0,
4:45:00 PM,17.0,Tuesday,126.0,15.0,28.0,,175.0,heavy
5:00:00 PM,17.0,,147.0,,23.0,5.0,203.0,heavy
5:15:00 PM,17.0,Tuesday,100.0,21.0,33.0,7.0,161.0,
5:30:00 PM,17.0,Tuesday,113.0,,22.0,6.0,153.0,normal
5:45:00 PM,,,130.0,34.0,30.0,6.0,200.0,heavy
6:00:00 PM,17.0,Tuesday,118.0,,29.0,10.0,197.0,heavy
6:15:00 PM,,Tuesday,113.0,38.0,44.0,9.0,204.0,heavy
6:30:00 PM,17.0,Tuesday,,29.0,29.0,9.0,184.0,heavy
6:45:00 PM,17.0,Tuesday,106.0,12.0,20.0,32.0,,heavy
7:00:00 PM,17.0,Tuesday,96.0,11.0,15.0,14.0,136.0,normal
7:15:00 PM,17.0,Tuesday,58.0,11.0,14.0,24.0,107.0,normal
,17.0,Tuesday,,22.0,10.0,9.0,,normal
7:45:00 PM,,Tuesday,66.0,6.0,12.0,33.0,117.0,high
8:00:00 PM,,,61.0,23.0,13.0,18.0,115.0,normal
8:15:00 PM,17.0,Tuesday,93.0,6.0,15.0,17.0,131.0,normal
8:30:00 PM,17.0,Tuesday,51.0,11.0,16.0,26.0,104.0,normal
8:45:00 PM,17.0,Tuesday,86.0,6.0,12.0,9.0,113.0,
9:00:00 PM,17.0,Tuesday,77.0,15.0,12.0,29.0,133.0,high
9:15:00 PM,17.0,Tuesday,84.0,15.0,16.0,8.0,123.0,normal
9:30:00 PM,17.0,,103.0,,15.0,10.0,140.0,normal
9:45:00 PM,17.0,Tuesday,60.0,,,27.0,107.0,normal
10:00:00 PM,17.0,Tuesday,14.0,1.0,1.0,22.0,,normal
10:15:00 PM,17.0,Tuesday,14.0,2.0,0.0,35.0,51.0,normal
10:30:00 PM,17.0,Tuesday,13.0,1.0,,31.0,46.0,normal
10:45:00 PM,17.0,Tuesday,,,1.0,22.0,42.0,normal
11:00:00 PM,17.0,Tuesday,,,0.0,28.0,45.0,normal
11:15:00 PM,17.0,Tuesday,13.0,1.0,0.0,26.0,,normal
11:30:00 PM,17.0,Tuesday,12.0,0.0,1.0,34.0,47.0,normal
11:45:00 PM,,Tuesday,20.0,1.0,1.0,38.0,60.0,normal
12:00:00 AM,18.0,Wednesday,12.0,3.0,0.0,38.0,,normal
12:15:00 AM,18.0,Wednesday,12.0,1.0,0.0,40.0,53.0,normal
12:30:00 AM,18.0,Wednesday,,5.0,0.0,10.0,35.0,low
,18.0,Wednesday,12.0,4.0,1.0,27.0,44.0,normal
1:00:00 AM,18.0,Wednesday,15.0,5.0,0.0,21.0,41.0,normal
1:15:00 AM,18.0,Wednesday,19.0,2.0,0.0,30.0,,normal
1:30:00 AM,18.0,Wednesday,11.0,0.0,1.0,40.0,52.0,normal
1:45:00 AM,18.0,Wednesday,,3.0,0.0,35.0,53.0,normal
2:00:00 AM,18.0,Wednesday,15.0,0.0,1.0,37.0,53.0,normal
2:15:00 AM,18.0,Wednesday,16.0,2.0,0.0,37.0,55.0,normal
2:30:00 AM,18.0,Wednesday,10.0,0.0,1.0,24.0,35.0,normal
2:45:00 AM,18.0,Wednesday,12.0,0.0,1.0,31.0,44.0,normal
3:00:00 AM,18.0,Wednesday,15.0,1.0,1.0,36.0,53.0,normal
3:15:00 AM,,Wednesday,14.0,,0.0,17.0,36.0,normal
3:30:00 AM,18.0,Wednesday,17.0,3.0,1.0,38.0,59.0,
3:45:00 AM,18.0,Wednesday,19.0,,0.0,18.0,37.0,normal
4:00:00 AM,18.0,Wednesday,18.0,5.0,1.0,30.0,54.0,normal
4:15:00 AM,18.0,Wednesday,119.0,12.0,,,141.0,normal
4:30:00 AM,18.0,Wednesday,74.0,28.0,1.0,13.0,116.0,normal
4:45:00 AM,18.0,Wednesday,101.0,26.0,,0.0,137.0,normal
5:00:00 AM,,,,4.0,7.0,19.0,129.0,
5:15:00 AM,18.0,Wednesday,,18.0,7.0,,129.0,
5:30:00 AM,18.0,,102.0,24.0,2.0,8.0,136.0,normal
5:45:00 AM,18.0,Wednesday,50.0,4.0,6.0,13.0,73.0,normal
6:00:00 AM,18.0,Wednesday,,11.0,46.0,4.0,189.0,
6:15:00 AM,18.0,Wednesday,129.0,39.0,43.0,0.0,211.0,heavy
6:30:00 AM,18.0,Wednesday,129.0,27.0,38.0,0.0,194.0,heavy
6:45:00 AM,18.0,Wednesday,113.0,24.0,22.0,2.0,161.0,normal
7:00:00 AM,18.0,Wednesday,141.0,,21.0,5.0,182.0,heavy
7:15:00 AM,,,120.0,22.0,29.0,1.0,172.0,heavy
7:30:00 AM,18.0,Wednesday,141.0,24.0,47.0,4.0,216.0,heavy
,18.0,Wednesday,149.0,24.0,33.0,1.0,207.0,heavy
8:00:00 AM,,Wednesday,140.0,40.0,36.0,1.0,217.0,heavy
8:15:00 AM,18.0,Wednesday,140.0,20.0,36.0,0.0,196.0,
8:30:00 AM,18.0,,,13.0,31.0,4.0,155.0,high
8:45:00 AM,18.0,Wednesday,141.0,15.0,32.0,4.0,192.0,heavy
9:00:00 AM,18.0,Wednesday,120.0,27.0,38.0,4.0,189.0,heavy
9:15:00 AM,18.0,Wednesday,70.0,14.0,21.0,5.0,110.0,normal
9:30:00 AM,18.0,Wednesday,55.0,24.0,16.0,21.0,116.0,high
9:45:00 AM,18.0,Wednesday,52.0,18.0,,16.0,108.0,normal
10:00:00 AM,18.0,Wednesday,65.0,4.0,,,109.0,normal
10:15:00 AM,18.0,Wednesday,54.0,10.0,30.0,28.0,122.0,high
10:30:00 AM,18.0,Wednesday,37.0,,32.0,18.0,90.0,normal
10:45:00 AM,18.0,Wednesday,23.0,,37.0,,,normal
11:00:00 AM,18.0,Wednesday,43.0,7.0,7.0,29.0,,normal
11:15:00 AM,,Wednesday,22.0,6.0,13.0,24.0,65.0,normal
11:30:00 AM,18.0,Wednesday,21.0,,6.0,30.0,67.0,normal
11:45:00 AM,18.0,Wednesday,48.0,8.0,11.0,,89.0,normal
12:00:00 PM,18.0,,35.0,5.0,12.0,20.0,72.0,normal
12:15:00 PM,18.0,Wednesday,69.0,5.0,13.0,,109.0,normal
12:30:00 PM,,Wednesday,22.0,9.0,10.0,21.0,62.0,normal
12:45:00 PM,18.0,Wednesday,46.0,,,23.0,83.0,normal
1:00:00 PM,18.0,Wednesday,49.0,5.0,11.0,21.0,86.0,normal
1:15:00 PM,18.0,Wednesday,29.0,18.0,29.0,20.0,96.0,normal
1:30:00 PM,18.0,Wednesday,96.0,23.0,31.0,14.0,,high
1:45:00 PM,18.0,Wednesday,100.0,27.0,23.0,16.0,166.0,normal
2:00:00 PM,,Wednesday,96.0,22.0,36.0,5.0,159.0,high
2:15:00 PM,18.0,,27.0,26.0,25.0,15.0,93.0,normal
2:30:00 PM,18.0,Wednesday,114.0,,32.0,5.0,172.0,heavy
2:45:00 PM,18.0,,74.0,27.0,34.0,,145.0,high
3:00:00 PM,18.0,Wednesday,14.0,,9.0,14.0,53.0,normal
3:15:00 PM,18.0,Wednesday,84.0,30.0,26.0,10.0,,high
3:30:00 PM,18.0,Wednesday,96.0,19.0,14.0,18.0,147.0,normal
3:45:00 PM,18.0,,,15.0,,5.0,88.0,normal
4:00:00 PM,18.0,Wednesday,110.0,15.0,46.0,5.0,,heavy
4:15:00 PM,18.0,Wednesday,138.0,39.0,31.0,7.0,215.0,heavy
4:30:00 PM,18.0,Wednesday,118.0,32.0,32.0,10.0,192.0,heavy
4:45:00 PM,18.0,Wednesday,142.0,34.0,38.0,9.0,223.0,normal
5:00:00 PM,,Wednesday,113.0,13.0,36.0,5.0,167.0,normal
5:15:00 PM,,Wednesday,,29.0,32.0,,172.0,heavy
,18.0,Wednesday,134.0,39.0,21.0,9.0,203.0,heavy
5:45:00 PM,18.0,Wednesday,107.0,15.0,48.0,5.0,175.0,heavy
6:00:00 PM,18.0,Wednesday,139.0,25.0,43.0,7.0,214.0,heavy
,18.0,Wednesday,128.0,20.0,20.0,6.0,174.0,heavy
6:30:00 PM,18.0,Wednesday,101.0,,47.0,10.0,171.0,
6:45:00 PM,18.0,Wednesday,105.0,,13.0,23.0,158.0,high
7:00:00 PM,18.0,Wednesday,103.0,,13.0,,,normal
7:15:00 PM,18.0,Wednesday,51.0,,15.0,13.0,102.0,
7:30:00 PM,18.0,Wednesday,84.0,10.0,16.0,20.0,130.0,normal
7:45:00 PM,18.0,Wednesday,97.0,,19.0,24.0,165.0,high
8:00:00 PM,18.0,Wednesday,98.0,8.0,10.0,19.0,,normal
8:15:00 PM,18.0,Wednesday,94.0,13.0,19.0,25.0,151.0,high
8:30:00 PM,18.0,Wednesday,105.0,25.0,11.0,,176.0,
8:45:00 PM,18.0,Wednesday,74.0,9.0,13.0,,102.0,
9:00:00 PM,18.0,Wednesday,57.0,18.0,13.0,28.0,116.0,high
9:15:00 PM,18.0,Wednesday,57.0,14.0,,33.0,115.0,high
9:30:00 PM,18.0,Wednesday,84.0,23.0,19.0,15.0,141.0,normal
9:45:00 PM,18.0,Wednesday,105.0,14.0,16.0,33.0,168.0,
10:00:00 PM,18.0,Wednesday,10.0,4.0,1.0,38.0,53.0,normal
,18.0,Wednesday,15.0,1.0,1.0,,46.0,
10:30:00 PM,18.0,Wednesday,,1.0,1.0,25.0,41.0,normal
10:45:00 PM,18.0,Wednesday,20.0,2.0,0.0,37.0,59.0,normal
11:00:00 PM,18.0,Wednesday,,1.0,,27.0,48.0,
11:15:00 PM,18.0,Wednesday,13.0,1.0,1.0,18.0,33.0,normal
11:30:00 PM,18.0,Wednesday,19.0,0.0,0.0,35.0,54.0,normal
11:45:00 PM,,Wednesday,14.0,1.0,1.0,27.0,43.0,normal
12:00:00 AM,19.0,Thursday,,5.0,,,30.0,low
12:15:00 AM,,Thursday,18.0,5.0,0.0,12.0,35.0,low
12:30:00 AM,19.0,Thursday,10.0,3.0,1.0,32.0,46.0,normal
12:45:00 AM,19.0,Thursday,,2.0,0.0,15.0,31.0,
1:00:00 AM,19.0,Thursday,16.0,3.0,0.0,15.0,,normal
1:15:00 AM,19.0,Thursday,14.0,2.0,,,,normal
1:30:00 AM,19.0,Thursday,17.0,5.0,0.0,18.0,40.0,normal
1:45:00 AM,,Thursday,,1.0,0.0,28.0,42.0,normal
2:00:00 AM,19.0,Thursday,19.0,0.0,1.0,20.0,40.0,normal
2:15:00 AM,19.0,Thursday,15.0,4.0,0.0,40.0,59.0,normal
2:30:00 AM,19.0,Thursday,14.0,3.0,1.0,26.0,44.0,normal
2:45:00 AM,19.0,Thursday,15.0,4.0,,14.0,,normal
,19.0,Thursday,12.0,3.0,1.0,13.0,29.0,normal
3:15:00 AM,19.0,Thursday,12.0,4.0,0.0,31.0,47.0,normal
3:30:00 AM,19.0,Thursday,17.0,4.0,,20.0,42.0,normal
3:45:00 AM,,Thursday,12.0,0.0,1.0,13.0,,normal
4:00:00 AM,19.0,Thursday,18.0,2.0,0.0,16.0,36.0,normal
4:15:00 AM,19.0,Thursday,115.0,16.0,,13.0,,normal
4:30:00 AM,19.0,Thursday,117.0,5.0,10.0,15.0,147.0,normal
4:45:00 AM,19.0,,92.0,26.0,8.0,7.0,133.0,normal
5:00:00 AM,19.0,,88.0,3.0,6.0,4.0,101.0,low
5:15:00 AM,19.0,Thursday,109.0,,4.0,3.0,127.0,normal
,19.0,,81.0,4.0,0.0,20.0,105.0,normal
5:45:00 AM,19.0,Thursday,,2.0,5.0,19.0,144.0,normal
6:00:00 AM,19.0,Thursday,107.0,26.0,31.0,2.0,166.0,high
6:15:00 AM,19.0,Thursday,103.0,11.0,35.0,5.0,154.0,high
6:30:00 AM,19.0,Thursday,145.0,13.0,33.0,3.0,194.0,
6:45:00 AM,19.0,Thursday,143.0,22.0,37.0,4.0,206.0,heavy
7:00:00 AM,19.0,Thursday,113.0,38.0,50.0,3.0,204.0,heavy
7:15:00 AM,19.0,Thursday,149.0,10.0,47.0,3.0,209.0,heavy
7:30:00 AM,,Thursday,132.0,33.0,,2.0,202.0,heavy
7:45:00 AM,19.0,,119.0,,41.0,2.0,202.0,heavy
8:00:00 AM,19.0,Thursday,133.0,31.0,,2.0,193.0,heavy
8:15:00 AM,19.0,Thursday,140.0,20.0,44.0,4.0,208.0,heavy
,19.0,Thursday,140.0,34.0,,1.0,206.0,heavy
,19.0,Thursday,,37.0,50.0,2.0,217.0,
,,Thursday,132.0,11.0,,3.0,170.0,heavy
9:15:00 AM,19.0,Thursday,23.0,8.0,40.0,27.0,98.0,normal
9:30:00 AM,19.0,Thursday,,2.0,18.0,29.0,124.0,high
9:45:00 AM,19.0,Thursday,99.0,14.0,33.0,14.0,160.0,high
,19.0,Thursday,10.0,1.0,13.0,7.0,31.0,low
,19.0,,74.0,21.0,29.0,26.0,150.0,high
10:30:00 AM,19.0,Thursday,29.0,15.0,25.0,5.0,74.0,normal
10:45:00 AM,19.0,Thursday,50.0,17.0,38.0,24.0,129.0,high
11:00:00 AM,19.0,,64.0,9.0,14.0,20.0,107.0,
11:15:00 AM,19.0,Thursday,49.0,5.0,10.0,21.0,,normal
11:30:00 AM,19.0,Thursday,39.0,7.0,,30.0,86.0,normal
11:45:00 AM,,Thursday,68.0,5.0,5.0,24.0,102.0,normal
12:00:00 PM,19.0,Thursday,67.0,7.0,,22.0,104.0,normal
12:15:00 PM,19.0,Thursday,47.0,8.0,3.0,25.0,83.0,
12:30:00 PM,19.0,Thursday,66.0,9.0,,24.0,106.0,normal
12:45:00 PM,19.0,Thursday,46.0,8.0,3.0,22.0,79.0,normal
1:00:00 PM,19.0,Thursday,,,12.0,21.0,93.0,normal
1:15:00 PM,19.0,Thursday,,16.0,32.0,18.0,84.0,normal
1:30:00 PM,19.0,Thursday,24.0,20.0,,9.0,60.0,low
1:45:00 PM,19.0,Thursday,113.0,17.0,16.0,20.0,,normal
,19.0,Thursday,52.0,13.0,15.0,10.0,90.0,low
2:15:00 PM,19.0,Thursday,58.0,26.0,25.0,18.0,127.0,normal
2:30:00 PM,,Thursday,44.0,19.0,22.0,,91.0,normal
2:45:00 PM,19.0,,8.0,26.0,34.0,9.0,77.0,normal
,,,31.0,10.0,27.0,8.0,76.0,normal
3:15:00 PM,19.0,Thursday,115.0,24.0,16.0,,160.0,normal
3:30:00 PM,19.0,,56.0,29.0,16.0,16.0,117.0,normal
3:45:00 PM,19.0,Thursday,7.0,12.0,33.0,12.0,64.0,normal
4:00:00 PM,19.0,Thursday,133.0,10.0,46.0,10.0,199.0,heavy
4:15:00 PM,,Thursday,104.0,31.0,37.0,6.0,178.0,heavy
4:30:00 PM,19.0,Thursday,,38.0,36.0,9.0,183.0,heavy
4:45:00 PM,19.0,Thursday,127.0,25.0,37.0,5.0,194.0,heavy
5:00:00 PM,19.0,Thursday,118.0,32.0,48.0,6.0,204.0,heavy
5:15:00 PM,19.0,Thursday,147.0,19.0,31.0,,205.0,heavy
,19.0,Thursday,123.0,,34.0,5.0,198.0,heavy
5:45:00 PM,19.0,Thursday,111.0,24.0,25.0,5.0,165.0,normal
6:00:00 PM,19.0,Thursday,121.0,16.0,42.0,8.0,187.0,heavy
6:15:00 PM,19.0,Thursday,119.0,38.0,47.0,7.0,211.0,heavy
6:30:00 PM,19.0,Thursday,132.0,30.0,41.0,6.0,,heavy
,,Thursday,52.0,6.0,12.0,18.0,88.0,normal
7:00:00 PM,19.0,Thursday,97.0,21.0,,,136.0,normal
7:15:00 PM,19.0,Thursday,50.0,16.0,20.0,31.0,117.0,
7:30:00 PM,19.0,Thursday,94.0,25.0,,8.0,146.0,normal
,19.0,Thursday,66.0,11.0,,34.0,129.0,high
8:00:00 PM,19.0,Thursday,105.0,16.0,15.0,6.0,142.0,normal
8:15:00 PM,19.0,Thursday,56.0,23.0,,18.0,107.0,
8:30:00 PM,19.0,Thursday,,,10.0,25.0,159.0,high
8:45:00 PM,19.0,,60.0,18.0,11.0,16.0,105.0,normal
9:00:00 PM,19.0,Thursday,88.0,10.0,14.0,11.0,123.0,
9:15:00 PM,,Thursday,,6.0,14.0,23.0,153.0,high
9:30:00 PM,19.0,Thursday,78.0,20.0,11.0,35.0,,high
9:45:00 PM,19.0,Thursday,105.0,14.0,10.0,7.0,136.0,normal
10:00:00 PM,19.0,Thursday,18.0,1.0,0.0,10.0,29.0,
10:15:00 PM,19.0,Thursday,18.0,1.0,0.0,27.0,46.0,normal
10:30:00 PM,19.0,,12.0,4.0,1.0,18.0,35.0,normal
10:45:00 PM,19.0,Thursday,15.0,4.0,1.0,32.0,52.0,normal
11:00:00 PM,19.0,Thursday,13.0,4.0,0.0,,49.0,normal
11:15:00 PM,19.0,,14.0,4.0,,15.0,33.0,normal
11:30:00 PM,19.0,Thursday,15.0,4.0,0.0,17.0,36.0,normal
11:45:00 PM,19.0,Thursday,14.0,0.0,1.0,21.0,36.0,
12:00:00 AM,,Friday,17.0,5.0,0.0,37.0,59.0,normal
12:15:00 AM,20.0,Friday,14.0,4.0,1.0,12.0,31.0,low
12:30:00 AM,20.0,Friday,16.0,2.0,0.0,15.0,33.0,normal
12:45:00 AM,20.0,Friday,13.0,4.0,,14.0,32.0,normal
1:00:00 AM,20.0,Friday,12.0,4.0,0.0,29.0,45.0,normal
1:15:00 AM,,Friday,19.0,4.0,1.0,30.0,,normal
1:30:00 AM,20.0,Friday,18.0,4.0,0.0,18.0,40.0,normal
,20.0,Friday,18.0,1.0,1.0,12.0,32.0,low
2:00:00 AM,20.0,Friday,20.0,4.0,1.0,21.0,46.0,normal
2:15:00 AM,20.0,Friday,10.0,2.0,,20.0,33.0,normal
2:30:00 AM,20.0,Friday,18.0,5.0,,23.0,47.0,normal
2:45:00 AM,20.0,Friday,,,1.0,30.0,52.0,normal
3:00:00 AM,20.0,Friday,12.0,3.0,0.0,40.0,55.0,normal
,20.0,Friday,12.0,,0.0,40.0,54.0,normal
3:30:00 AM,20.0,Friday,,0.0,1.0,37.0,54.0,normal
3:45:00 AM,20.0,,15.0,,1.0,16.0,36.0,normal
4:00:00 AM,20.0,,13.0,0.0,0.0,38.0,51.0,normal
4:15:00 AM,20.0,Friday,61.0,,3.0,14.0,83.0,normal
4:30:00 AM,20.0,Friday,27.0,15.0,6.0,10.0,58.0,low
4:45:00 AM,20.0,Friday,74.0,11.0,5.0,15.0,105.0,normal
5:00:00 AM,20.0,Friday,70.0,6.0,7.0,,,
,20.0,Friday,33.0,6.0,,11.0,50.0,low
5:30:00 AM,20.0,Friday,29.0,12.0,1.0,13.0,55.0,normal
5:45:00 AM,20.0,Friday,69.0,5.0,7.0,10.0,91.0,low
,20.0,Friday,41.0,16.0,7.0,,79.0,normal
6:15:00 AM,20.0,Friday,35.0,11.0,5.0,11.0,62.0,low
6:30:00 AM,20.0,Friday,25.0,9.0,6.0,14.0,54.0,normal
6:45:00 AM,20.0,Friday,,15.0,1.0,11.0,92.0,
,20.0,Friday,66.0,6.0,3.0,14.0,89.0,normal
7:15:00 AM,20.0,Friday,27.0,6.0,5.0,15.0,,
7:30:00 AM,20.0,Friday,75.0,6.0,1.0,10.0,92.0,low
7:45:00 AM,20.0,Friday,54.0,11.0,4.0,12.0,81.0,low
8:00:00 AM,20.0,Friday,54.0,,3.0,12.0,87.0,
8:15:00 AM,20.0,Friday,69.0,8.0,0.0,14.0,,normal
8:30:00 AM,20.0,Friday,52.0,19.0,6.0,10.0,87.0,low
8:45:00 AM,20.0,Friday,66.0,8.0,0.0,12.0,86.0,low
9:00:00 AM,,Friday,54.0,11.0,0.0,13.0,,normal
9:15:00 AM,20.0,Friday,151.0,48.0,15.0,3.0,217.0,heavy
9:30:00 AM,20.0,Friday,170.0,62.0,18.0,2.0,252.0,heavy
9:45:00 AM,20.0,Friday,134.0,59.0,11.0,3.0,207.0,
10:00:00 AM,20.0,Friday,,63.0,22.0,1.0,252.0,heavy
10:15:00 AM,20.0,Friday,173.0,64.0,10.0,2.0,249.0,heavy
10:30:00 AM,20.0,,176.0,45.0,22.0,2.0,245.0,heavy
10:45:00 AM,20.0,Friday,162.0,59.0,27.0,,249.0,heavy
11:00:00 AM,,Friday,171.0,,15.0,3.0,235.0,heavy
11:15:00 AM,20.0,Friday,158.0,44.0,26.0,2.0,230.0,heavy
11:30:00 AM,20.0,Friday,151.0,64.0,,0.0,231.0,heavy
11:45:00 AM,20.0,Friday,162.0,65.0,14.0,,,heavy
12:00:00 PM,20.0,Friday,179.0,44.0,23.0,1.0,247.0,heavy
12:15:00 PM,20.0,Friday,175.0,59.0,11.0,3.0,248.0,heavy
12:30:00 PM,20.0,Friday,173.0,63.0,13.0,2.0,251.0,
12:45:00 PM,,Friday,144.0,66.0,11.0,3.0,224.0,heavy
1:00:00 PM,20.0,Friday,132.0,68.0,22.0,4.0,226.0,heavy
1:15:00 PM,20.0,Friday,161.0,50.0,10.0,0.0,,
1:30:00 PM,20.0,,151.0,56.0,29.0,1.0,237.0,heavy
1:45:00 PM,20.0,Friday,168.0,59.0,,1.0,252.0,heavy
2:00:00 PM,20.0,Friday,,65.0,20.0,3.0,232.0,
2:15:00 PM,20.0,Friday,179.0,63.0,12.0,2.0,256.0,
,20.0,Friday,161.0,56.0,12.0,4.0,,heavy
2:45:00 PM,20.0,Friday,134.0,67.0,12.0,1.0,214.0,heavy
3:00:00 PM,20.0,Friday,140.0,70.0,23.0,4.0,237.0,heavy
3:15:00 PM,20.0,Friday,66.0,29.0,,1.0,120.0,normal
3:30:00 PM,20.0,Friday,60.0,27.0,17.0,2.0,106.0,normal
3:45:00 PM,20.0,Friday,89.0,27.0,,2.0,128.0,normal
4:00:00 PM,20.0,Friday,81.0,29.0,5.0,0.0,115.0,normal
4:15:00 PM,20.0,Friday,78.0,22.0,12.0,1.0,113.0,normal
4:30:00 PM,20.0,Friday,71.0,24.0,18.0,2.0,115.0,normal
4:45:00 PM,20.0,Friday,50.0,26.0,9.0,1.0,,low
,,,55.0,28.0,5.0,0.0,88.0,low
5:15:00 PM,20.0,Friday,61.0,20.0,25.0,1.0,107.0,normal
5:30:00 PM,20.0,Friday,76.0,22.0,14.0,2.0,114.0,normal
,20.0,Friday,50.0,20.0,23.0,1.0,94.0,normal
6:00:00 PM,20.0,Friday,89.0,26.0,0.0,2.0,117.0,normal
6:15:00 PM,20.0,Friday,62.0,20.0,17.0,,99.0,normal
6:30:00 PM,20.0,Friday,83.0,20.0,23.0,2.0,128.0,normal
6:45:00 PM,20.0,,65.0,20.0,2.0,0.0,87.0,low
7:00:00 PM,20.0,Friday,60.0,21.0,2.0,1.0,,
7:15:00 PM,20.0,Friday,36.0,8.0,3.0,9.0,56.0,low
7:30:00 PM,20.0,Friday,39.0,5.0,4.0,11.0,,low
7:45:00 PM,20.0,Friday,26.0,8.0,,0.0,37.0,low
8:00:00 PM,20.0,Friday,23.0,4.0,0.0,5.0,32.0,low
8:15:00 PM,20.0,Friday,50.0,2.0,0.0,4.0,56.0,low
8:30:00 PM,20.0,Friday,30.0,2.0,3.0,,36.0,low
8:45:00 PM,20.0,Friday,48.0,,4.0,2.0,64.0,low
9:00:00 PM,20.0,Friday,39.0,6.0,6.0,1.0,52.0,low
,20.0,,47.0,10.0,3.0,9.0,69.0,low
,20.0,Friday,26.0,3.0,5.0,3.0,,low
9:45:00 PM,20.0,Friday,,6.0,3.0,9.0,43.0,low
10:00:00 PM,,Friday,19.0,1.0,0.0,11.0,31.0,low
,20.0,Friday,16.0,5.0,0.0,26.0,47.0,normal
10:30:00 PM,20.0,Friday,15.0,2.0,1.0,39.0,57.0,normal
,20.0,Friday,14.0,5.0,0.0,11.0,30.0,low
11:00:00 PM,20.0,Friday,12.0,2.0,0.0,20.0,34.0,normal
11:15:00 PM,20.0,Friday,,2.0,0.0,35.0,48.0,normal
11:30:00 PM,20.0,Friday,,5.0,1.0,11.0,35.0,low
11:45:00 PM,20.0,Friday,,2.0,0.0,20.0,,normal
12:00:00 AM,21.0,Sunday,19.0,5.0,,30.0,55.0,normal
12:15:00 AM,21.0,,17.0,4.0,1.0,24.0,46.0,normal
12:30:00 AM,21.0,Sunday,16.0,3.0,0.0,14.0,,normal
12:45:00 AM,21.0,Sunday,16.0,3.0,1.0,23.0,43.0,normal
1:00:00 AM,21.0,Sunday,20.0,0.0,1.0,17.0,38.0,normal
1:15:00 AM,21.0,Sunday,20.0,0.0,0.0,37.0,57.0,normal
1:30:00 AM,,Sunday,,0.0,1.0,,49.0,normal
,21.0,Sunday,19.0,1.0,0.0,14.0,34.0,
2:00:00 AM,,Sunday,18.0,5.0,0.0,29.0,52.0,normal
2:15:00 AM,,Sunday,11.0,1.0,0.0,22.0,34.0,normal
2:30:00 AM,21.0,Sunday,20.0,,0.0,24.0,47.0,
2:45:00 AM,21.0,Sunday,12.0,2.0,1.0,10.0,25.0,low
3:00:00 AM,21.0,,19.0,5.0,1.0,,56.0,normal
3:15:00 AM,,Sunday,10.0,0.0,0.0,32.0,42.0,normal
3:30:00 AM,21.0,Sunday,14.0,1.0,1.0,,28.0,low
3:45:00 AM,21.0,Sunday,,2.0,1.0,24.0,41.0,normal
4:00:00 AM,21.0,Sunday,10.0,3.0,0.0,32.0,45.0,normal
4:15:00 AM,,Sunday,97.0,23.0,6.0,17.0,143.0,normal
4:30:00 AM,21.0,Sunday,104.0,22.0,7.0,11.0,144.0,normal
4:45:00 AM,21.0,Sunday,100.0,15.0,8.0,20.0,143.0,normal
5:00:00 AM,21.0,Sunday,87.0,7.0,7.0,4.0,105.0,low
5:15:00 AM,21.0,Sunday,77.0,27.0,8.0,10.0,122.0,normal
5:30:00 AM,21.0,,51.0,7.0,4.0,5.0,67.0,low
5:45:00 AM,21.0,Sunday,79.0,1.0,10.0,6.0,96.0,low
6:00:00 AM,21.0,Sunday,100.0,40.0,29.0,5.0,174.0,
6:15:00 AM,21.0,Sunday,112.0,13.0,39.0,0.0,,high
6:30:00 AM,,Sunday,120.0,16.0,34.0,2.0,172.0,heavy
6:45:00 AM,21.0,,123.0,14.0,26.0,3.0,166.0,high
7:00:00 AM,,Sunday,142.0,,27.0,4.0,200.0,heavy
7:15:00 AM,21.0,Sunday,139.0,38.0,49.0,2.0,228.0,heavy
,21.0,Sunday,134.0,24.0,21.0,2.0,181.0,heavy
7:45:00 AM,21.0,Sunday,102.0,13.0,31.0,0.0,146.0,
,21.0,Sunday,102.0,16.0,43.0,4.0,165.0,high
,21.0,Sunday,,16.0,32.0,1.0,155.0,high
8:30:00 AM,21.0,Sunday,117.0,19.0,42.0,3.0,181.0,heavy
,21.0,Sunday,139.0,36.0,40.0,3.0,218.0,heavy
9:00:00 AM,21.0,Sunday,,13.0,25.0,2.0,161.0,normal
9:15:00 AM,21.0,Sunday,65.0,19.0,,11.0,111.0,
9:30:00 AM,21.0,Sunday,12.0,25.0,,28.0,104.0,normal
9:45:00 AM,21.0,Sunday,98.0,21.0,10.0,5.0,134.0,
10:00:00 AM,21.0,Sunday,58.0,9.0,25.0,,105.0,
10:15:00 AM,21.0,Sunday,81.0,10.0,39.0,29.0,,high
10:30:00 AM,21.0,Sunday,67.0,20.0,33.0,,149.0,high
10:45:00 AM,,Sunday,68.0,22.0,25.0,16.0,,normal
11:00:00 AM,21.0,Sunday,47.0,,6.0,22.0,85.0,normal
,21.0,Sunday,45.0,7.0,10.0,27.0,89.0,normal
